"","name","id","last_modified_date","admreg","admreg_key","authors","count","count_key","docna","docty","docty_key","owner","seccl","lang","lang_key","entityids","subtopic","subtopic_key","teratopic","teratopic_key","repnb","docdt","datestored","keywd","volnb","majdocty","majdocty_key","abstracts","colti","repnme","display_title","disclosure_date","disclosure_type","pdfurl","txturl","listing_relative_url","url_friendly_title","new_url","ext_pub_date","disclstat","topicv3","docm_id","chronical_docm_id","publishtoextweb_dt","totvolnb","versiontyp","versiontyp_key","historic_topic","guid","available_in","fullavailablein","url","geo_region_mdks","geo_regions","geo_reg_key","dois","origu","projn","trustfund","trustfund_key","prdln","prdln_key","projectid","ml_abstracts","alt_title","theme","majtheme","sectr","sectr_key","bdmdt","isbn","count_exact","docty_exact","lang_exact","disclstat_exact","src_cit","subsc","lndinstr","lndinstr_key","loan_no","issn","virt_coll","credit_no","EnvironmentalCategory"
"1","D33469805","33469805","2021-10-06T00:00:00Z","East Asia and Pacific,East Asia and Pacific","119225,119225",
